day,hour,referrer,isMainConversion,isMicroConversion,spentTime,pageNum,score,visitId
Friday,odpoledne,NA,false,false,delsiDoba,vice,936,14968
Wednesday,podvecer,Fulltext,false,false,kratkaDoba,malo,110,13769
Sunday,poledne,Other,false,false,dlouhaDoba,vice,6462,11228
Tuesday,rano,NA,false,false,delsiDoba,vice,926,9166
Tuesday,rano,Fulltext,false,false,kratkaDoba,malo,110,16915
Sunday,odpoledne,NA,true,false,delsiDoba,vice,1377,15705
Friday,rano,NA,false,false,stredniDoba,vice,417,14616
Friday,poledne,Catalogue,false,false,dlouhaDoba,vice,2271,14737
Wednesday,odpoledne,Other,false,false,stredniDoba,vice,609,13527
Friday,odpoledne,Fulltext,false,false,delsiDoba,vice,1400,14858
Friday,odpoledne,NA,false,false,kratkaDoba,malo,110,14979
Tuesday,poledne,NA,false,false,stredniDoba,malo,223,12449
Sunday,poledne,Fulltext,false,false,kratkaDoba,malo,110,11239
Wednesday,odpoledne,NA,false,false,dlouhaDoba,vice,2560,10029
Tuesday,rano,NA,true,false,dlouhaDoba,hodne,4053,9177
Tuesday,poledne,NA,false,false,stredniDoba,vice,809,9298
Friday,odpoledne,NA,false,false,kratkaDoba,malo,110,8088
Thursday,podvecer,NA,false,false,delsiDoba,malo,505,14506
Sunday,podvecer,Fulltext,false,false,delsiDoba,vice,776,15837
Sunday,vecer,Fulltext,false,false,delsiDoba,vice,783,15958
Wednesday,poledne,Fulltext,false,false,dlouhaDoba,hodne,3318,13417
Friday,poledne,NA,false,false,dlouhaDoba,vice,1217,14748
Wednesday,odpoledne,NA,false,false,stredniDoba,malo,292,13659
Tuesday,rano,NA,false,false,kratkaDoba,malo,256,9189
Sunday,poledne,Fulltext,false,false,stredniDoba,malo,170,15607
Tuesday,rano,NA,false,false,kratkaDoba,malo,110,16938
Sunday,odpoledne,NA,false,false,delsiDoba,malo,689,15728
Monday,podvecer,NA,false,false,kratkaDoba,malo,110,16707
Thursday,odpoledne,NA,false,false,stredniDoba,vice,908,14408
Wednesday,poledne,NA,false,false,delsiDoba,malo,893,13319
Thursday,odpoledne,Fulltext,false,false,kratkaDoba,malo,193,14419
Monday,podvecer,Catalogue,false,false,kratkaDoba,malo,193,16729
Saturday,podvecer,NA,false,false,kratkaDoba,malo,110,15409
Monday,odpoledne,Fulltext,false,false,stredniDoba,malo,283,1390
Monday,poledne,NA,true,false,delsiDoba,vice,1557,1280
Wednesday,odpoledne,NA,false,false,stredniDoba,malo,230,2391
Tuesday,poledne,NA,false,false,stredniDoba,malo,170,4690
Monday,rano,Catalogue,false,false,delsiDoba,vice,945,1192
Wednesday,rano,NA,false,false,stredniDoba,malo,223,2160
Wednesday,poledne,NA,false,false,kratkaDoba,malo,193,2281
Monday,podvecer,NA,false,false,kratkaDoba,malo,193,4470
Friday,poledne,NA,true,false,kratkaDoba,malo,193,3260
Tuesday,podvecer,NA,false,false,delsiDoba,vice,1262,2050
Wednesday,poledne,NA,false,false,stredniDoba,vice,524,2171
Wednesday,poledne,NA,false,false,stredniDoba,malo,295,2292
Thursday,podvecer,Catalogue,false,false,kratkaDoba,malo,193,7990
Thursday,poledne,Fulltext,false,false,kratkaDoba,malo,110,5570
Monday,podvecer,Fulltext,false,false,stredniDoba,vice,303,4481
Friday,odpoledne,NA,false,false,kratkaDoba,malo,172,3392
Saturday,poledne,Fulltext,false,false,dlouhaDoba,malo,770,10910
Monday,poledne,Catalogue,false,false,stredniDoba,vice,636,6670
Thursday,podvecer,NA,true,false,dlouhaDoba,hodne,3264,3040
Monday,podvecer,NA,false,false,delsiDoba,vice,1165,4492
Wednesday,poledne,NA,false,false,dlouhaDoba,vice,1674,2193
Monday,odpoledne,NA,false,false,kratkaDoba,malo,193,8980
Thursday,odpoledne,Fulltext,false,false,stredniDoba,malo,170,7891
Thursday,poledne,NA,false,false,delsiDoba,hodne,1512,5471
Monday,poledne,NA,true,false,delsiDoba,vice,981,4261
Friday,poledne,NA,false,false,delsiDoba,malo,731,3172
Monday,odpoledne,Fulltext,false,false,dlouhaDoba,hodne,3057,11900
Monday,odpoledne,NA,true,false,stredniDoba,vice,639,8870
Thursday,poledne,NA,false,false,dlouhaDoba,malo,1502,5482
Monday,odpoledne,NA,false,false,dlouhaDoba,vice,1836,4272
Friday,poledne,Fulltext,false,false,dlouhaDoba,malo,971,3183
Friday,poledne,NA,false,false,stredniDoba,malo,170,10701
Saturday,odpoledne,NA,false,false,stredniDoba,malo,396,10943
Monday,odpoledne,Fulltext,true,false,dlouhaDoba,hodne,10816,8760
Monday,odpoledne,Fulltext,true,false,delsiDoba,vice,914,8881
Monday,poledne,Fulltext,false,false,delsiDoba,hodne,1528,6582
Thursday,poledne,Fulltext,false,false,stredniDoba,vice,591,5493
Friday,poledne,Catalogue,false,false,delsiDoba,vice,955,3194
Friday,poledne,NA,false,false,stredniDoba,malo,223,10712
Wednesday,poledne,Fulltext,false,false,dlouhaDoba,hodne,1392,9860
Monday,poledne,NA,false,false,kratkaDoba,malo,193,8650
Wednesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,9981
Wednesday,rano,NA,false,false,delsiDoba,vice,1062,7440
Saturday,podvecer,Partners,false,false,stredniDoba,malo,325,6230
Sunday,odpoledne,NA,false,false,delsiDoba,hodne,1679,6351
Sunday,vecer,NA,false,false,delsiDoba,vice,477,4052
Thursday,vecer,NA,false,false,stredniDoba,malo,295,3084
Monday,odpoledne,Fulltext,false,false,stredniDoba,malo,295,11933
Friday,poledne,Catalogue,false,false,dlouhaDoba,vice,2976,10723
Sunday,vecer,NA,false,false,dlouhaDoba,hodne,11757,8540
Monday,poledne,NA,false,false,delsiDoba,vice,1724,8661
Wednesday,rano,Catalogue,false,false,kratkaDoba,malo,193,7451
Wednesday,poledne,NA,false,false,kratkaDoba,malo,110,5152
Wednesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,5273
Wednesday,vecer,Partners,false,false,kratkaDoba,malo,110,5394
Thursday,vecer,Catalogue,false,false,delsiDoba,vice,762,10613
Saturday,odpoledne,NA,false,false,delsiDoba,vice,772,10976
Tuesday,vecer,Fulltext,false,false,stredniDoba,malo,170,9640
Wednesday,poledne,Fulltext,false,false,stredniDoba,malo,325,9761
Saturday,poledne,NA,false,false,stredniDoba,vice,515,6131
Monday,odpoledne,Partners,false,false,dlouhaDoba,vice,2333,8793
Saturday,vecer,Fulltext,false,false,stredniDoba,malo,396,6252
Wednesday,rano,NA,false,false,delsiDoba,vice,1033,5042
Sunday,vecer,NA,false,false,stredniDoba,vice,1059,6494
Tuesday,odpoledne,NA,false,false,stredniDoba,vice,366,12802
Monday,poledne,Fulltext,false,false,stredniDoba,vice,384,11713
Thursday,odpoledne,NA,false,false,dlouhaDoba,malo,1849,10503
Saturday,odpoledne,NA,false,false,stredniDoba,malo,170,10987
Sunday,odpoledne,OwnWebs,false,false,delsiDoba,vice,599,8441
Sunday,vecer,Catalogue,false,false,stredniDoba,vice,483,8562
Friday,odpoledne,Fulltext,false,false,stredniDoba,vice,402,6021
Monday,poledne,NA,true,false,dlouhaDoba,hodne,13596,8683
Saturday,vecer,NA,false,false,delsiDoba,vice,1217,6263
Wednesday,poledne,OwnWebs,false,false,dlouhaDoba,malo,1717,5174
Wednesday,odpoledne,Catalogue,false,false,kratkaDoba,malo,110,5295
Wednesday,vecer,Fulltext,false,false,delsiDoba,vice,732,13902
Monday,poledne,Fulltext,false,false,stredniDoba,vice,357,11724
Thursday,odpoledne,Fulltext,false,false,kratkaDoba,jedna,30,10514
Thursday,vecer,NA,false,false,stredniDoba,vice,306,10635
Tuesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,193,9420
Saturday,odpoledne,Catalogue,false,false,stredniDoba,malo,396,8210
Tuesday,rano,Fulltext,false,false,stredniDoba,malo,295,7000
Tuesday,vecer,NA,false,false,stredniDoba,malo,290,9662
Tuesday,poledne,Fulltext,false,false,dlouhaDoba,hodne,3438,7121
Sunday,odpoledne,Catalogue,false,false,stredniDoba,malo,295,8452
Wednesday,poledne,NA,false,false,dlouhaDoba,hodne,13662,9783
Tuesday,odpoledne,Fulltext,true,false,delsiDoba,vice,1492,7242
Friday,odpoledne,NA,false,false,stredniDoba,malo,396,6032
Sunday,rano,NA,false,false,delsiDoba,hodne,1465,6274
Sunday,odpoledne,NA,false,false,delsiDoba,vice,758,6395
Wednesday,poledne,Fulltext,false,false,delsiDoba,vice,975,5185
Sunday,vecer,Fulltext,false,false,dlouhaDoba,vice,1694,4096
Tuesday,odpoledne,NA,false,false,stredniDoba,malo,325,12824
Tuesday,poledne,Fulltext,false,false,kratkaDoba,malo,193,9310
Friday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,8100
Tuesday,odpoledne,NA,false,false,dlouhaDoba,vice,2702,9431
Tuesday,rano,Fulltext,false,false,delsiDoba,vice,997,7011
Tuesday,poledne,Fulltext,false,false,kratkaDoba,vice,243,7132
Friday,odpoledne,NA,false,false,stredniDoba,malo,295,6043
Saturday,odpoledne,Fulltext,false,false,stredniDoba,vice,849,6164
Wednesday,podvecer,Fulltext,false,false,dlouhaDoba,vice,1196,13803
Thursday,rano,NA,false,false,delsiDoba,vice,1199,13924
Tuesday,odpoledne,Fulltext,false,false,stredniDoba,malo,283,12956
Thursday,odpoledne,Partners,false,false,dlouhaDoba,hodne,2127,10415
Thursday,podvecer,Fulltext,false,false,dlouhaDoba,vice,3075,10536
Friday,rano,NA,false,false,stredniDoba,vice,575,10657
Tuesday,rano,Fulltext,false,false,dlouhaDoba,vice,1781,9200
Saturday,odpoledne,NA,false,false,kratkaDoba,malo,110,8232
Tuesday,poledne,Fulltext,false,false,dlouhaDoba,vice,2217,7143
Sunday,odpoledne,NA,true,false,dlouhaDoba,malo,1100,8474
Tuesday,poledne,NA,true,false,kratkaDoba,malo,382,12604
Tuesday,odpoledne,Fulltext,false,false,dlouhaDoba,vice,2160,12725
Tuesday,odpoledne,NA,false,false,stredniDoba,vice,453,12967
Thursday,odpoledne,NA,false,false,stredniDoba,malo,290,10426
Monday,poledne,Fulltext,false,false,delsiDoba,vice,603,11757
Tuesday,poledne,OwnWebs,false,false,dlouhaDoba,vice,1628,9211
Thursday,vecer,OwnWebs,false,false,stredniDoba,vice,414,8001
Tuesday,podvecer,NA,false,false,kratkaDoba,malo,193,9574
Tuesday,rano,Fulltext,true,false,dlouhaDoba,hodne,2861,7033
Sunday,poledne,NA,false,false,kratkaDoba,malo,364,8364
Friday,podvecer,NA,false,false,stredniDoba,malo,230,6065
Wednesday,poledne,Fulltext,false,false,kratkaDoba,malo,110,5097
Friday,odpoledne,Catalogue,false,false,dlouhaDoba,vice,2803,14903
Tuesday,poledne,NA,false,false,delsiDoba,vice,1148,12615
Sunday,odpoledne,Partners,false,false,stredniDoba,vice,426,11405
Sunday,vecer,Fulltext,false,false,stredniDoba,malo,283,11526
Tuesday,odpoledne,NA,false,false,delsiDoba,vice,1035,12857
Thursday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,10437
Monday,poledne,NA,false,false,delsiDoba,vice,1353,11768
Thursday,podvecer,Catalogue,false,false,delsiDoba,vice,999,10558
Monday,vecer,Partners,false,false,delsiDoba,malo,532,9101
Saturday,podvecer,NA,false,false,delsiDoba,vice,936,8254
Tuesday,podvecer,NA,false,false,stredniDoba,malo,170,9585
Tuesday,odpoledne,NA,false,false,stredniDoba,malo,343,7165
Saturday,odpoledne,NA,false,false,stredniDoba,vice,557,6197
Wednesday,odpoledne,NA,false,false,stredniDoba,malo,295,13715
Tuesday,poledne,Other,false,false,delsiDoba,vice,933,12505
Wednesday,podvecer,Catalogue,false,false,stredniDoba,vice,414,13836
Tuesday,odpoledne,Fulltext,true,false,delsiDoba,malo,701,12747
Sunday,vecer,Fulltext,false,false,stredniDoba,malo,325,11537
Monday,poledne,Partners,false,false,stredniDoba,malo,223,11658
Tuesday,podvecer,NA,false,false,kratkaDoba,malo,193,12989
Thursday,podvecer,NA,false,false,kratkaDoba,malo,110,10569
Tuesday,poledne,Fulltext,false,true,stredniDoba,vice,689,9233
Friday,rano,Fulltext,true,false,delsiDoba,vice,730,8023
Saturday,podvecer,NA,false,false,kratkaDoba,malo,110,8265
Friday,poledne,Fulltext,false,false,kratkaDoba,malo,110,14804
Wednesday,odpoledne,Fulltext,false,false,stredniDoba,vice,527,13726
Tuesday,poledne,NA,false,false,stredniDoba,malo,290,12516
Sunday,odpoledne,Catalogue,true,false,stredniDoba,malo,295,11306
Tuesday,poledne,OwnWebs,false,false,dlouhaDoba,vice,1678,12637
Thursday,rano,NA,false,false,stredniDoba,malo,295,13968
Friday,poledne,Other,false,false,dlouhaDoba,vice,1493,8034
Tuesday,poledne,NA,false,false,stredniDoba,vice,405,9365
Saturday,poledne,Fulltext,false,false,kratkaDoba,vice,354,8155
Tuesday,odpoledne,NA,false,false,dlouhaDoba,hodne,1770,9486
Saturday,podvecer,NA,false,false,kratkaDoba,malo,193,8276
Tuesday,odpoledne,NA,false,false,stredniDoba,malo,170,7187
Friday,vecer,Fulltext,false,false,kratkaDoba,malo,110,6098
Sunday,podvecer,NA,false,false,kratkaDoba,vice,264,15904
Wednesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,13605
Tuesday,rano,Fulltext,false,false,delsiDoba,vice,1441,12406
Tuesday,poledne,NA,false,false,delsiDoba,vice,943,12527
Sunday,podvecer,NA,false,false,dlouhaDoba,hodne,5840,11438
Tuesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,172,9497
Tuesday,odpoledne,NA,false,false,stredniDoba,malo,223,7198
Friday,poledne,NA,false,false,stredniDoba,malo,223,14705
Friday,poledne,NA,false,false,kratkaDoba,vice,243,14826
Tuesday,rano,NA,false,false,kratkaDoba,malo,193,12417
Wednesday,podvecer,NA,false,false,kratkaDoba,malo,110,13748
Sunday,poledne,NA,false,false,kratkaDoba,malo,193,11207
Wednesday,podvecer,NA,false,false,dlouhaDoba,vice,1332,10118
Thursday,rano,Partners,false,false,kratkaDoba,malo,193,10239
Tuesday,rano,NA,false,false,stredniDoba,malo,283,9145
Saturday,podvecer,Fulltext,false,false,dlouhaDoba,vice,1250,8298
Sunday,odpoledne,NA,false,false,dlouhaDoba,malo,1269,15805
Sunday,vecer,Fulltext,false,false,delsiDoba,vice,1089,15926
Tuesday,rano,Partners,false,false,delsiDoba,hodne,1587,12428
Wednesday,odpoledne,NA,false,false,kratkaDoba,malo,110,10008
Tuesday,rano,Partners,false,false,kratkaDoba,malo,193,9156
Tuesday,rano,NA,false,false,delsiDoba,vice,624,16905
Friday,poledne,NA,false,false,delsiDoba,vice,735,14727
Wednesday,odpoledne,Catalogue,false,false,kratkaDoba,malo,172,13517
Friday,odpoledne,Fulltext,false,false,dlouhaDoba,vice,1614,14969
Tuesday,poledne,NA,false,false,dlouhaDoba,vice,1385,12439
Saturday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,8199
Tuesday,rano,Fulltext,false,false,delsiDoba,malo,410,16916
Friday,rano,NA,true,false,kratkaDoba,malo,161,14617
Sunday,vecer,NA,false,false,stredniDoba,vice,306,15948
Monday,vecer,OwnWebs,false,false,delsiDoba,malo,934,12318
Saturday,podvecer,NA,true,false,dlouhaDoba,hodne,6456,11119
Tuesday,rano,Fulltext,false,false,stredniDoba,vice,414,9178
Tuesday,poledne,Fulltext,false,false,kratkaDoba,malo,110,9299
Monday,vecer,OwnWebs,false,false,kratkaDoba,malo,172,16806
Sunday,odpoledne,OwnWebs,false,false,stredniDoba,malo,1135,15717
Wednesday,poledne,Fulltext,false,false,delsiDoba,malo,350,13418
Monday,podvecer,NA,false,false,stredniDoba,vice,617,12208
Monday,vecer,Fulltext,false,false,stredniDoba,malo,223,12329
Wednesday,poledne,NA,true,false,dlouhaDoba,vice,1314,13309
Monday,vecer,NA,true,false,kratkaDoba,malo,110,16829
Thursday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,14409
Monday,podvecer,Fulltext,false,false,stredniDoba,vice,596,16719
Saturday,vecer,Fulltext,false,false,delsiDoba,malo,523,15509
Monday,odpoledne,Catalogue,false,false,delsiDoba,hodne,2401,1490
Monday,odpoledne,NA,false,false,kratkaDoba,malo,193,16609
Wednesday,vecer,Fulltext,false,false,kratkaDoba,malo,193,2590
Wednesday,odpoledne,OwnWebs,false,false,delsiDoba,vice,823,2480
Monday,odpoledne,Other,false,false,kratkaDoba,vice,354,1391
Monday,poledne,NA,false,false,kratkaDoba,malo,110,1281
Tuesday,odpoledne,Fulltext,false,false,stredniDoba,vice,426,4790
Wednesday,odpoledne,Fulltext,false,false,kratkaDoba,vice,276,2381
Monday,poledne,NA,false,false,dlouhaDoba,vice,2210,1292
Friday,poledne,OwnWebs,false,false,stredniDoba,vice,294,5890
Tuesday,poledne,NA,false,false,stredniDoba,vice,327,4680
Wednesday,odpoledne,NA,false,false,dlouhaDoba,malo,1311,2392
Friday,odpoledne,Other,false,false,kratkaDoba,malo,193,3481
Friday,poledne,Catalogue,false,false,dlouhaDoba,vice,1623,3250
Monday,odpoledne,NA,false,false,stredniDoba,malo,426,6891
Friday,rano,Fulltext,true,false,dlouhaDoba,vice,2046,3140
Friday,odpoledne,Fulltext,false,false,delsiDoba,malo,350,3382
Saturday,rano,NA,false,false,stredniDoba,vice,327,10900
Thursday,rano,Fulltext,true,false,stredniDoba,vice,327,5450
Monday,odpoledne,NA,false,false,dlouhaDoba,malo,1311,6781
Saturday,poledne,Fulltext,false,false,dlouhaDoba,vice,1003,10911
Monday,rano,NA,false,false,dlouhaDoba,vice,2031,6550
Thursday,poledne,NA,false,false,stredniDoba,malo,223,7881
Wednesday,odpoledne,NA,true,false,stredniDoba,malo,396,5340
Thursday,rano,Fulltext,false,false,stredniDoba,vice,327,5461
Wednesday,poledne,NA,false,false,kratkaDoba,malo,110,2194
Monday,odpoledne,NA,false,false,stredniDoba,malo,325,8860
Wednesday,odpoledne,Fulltext,false,false,dlouhaDoba,vice,3189,5230
Thursday,odpoledne,Catalogue,false,false,dlouhaDoba,hodne,7432,7892
Monday,poledne,Fulltext,false,false,kratkaDoba,malo,193,6682
Monday,poledne,Fulltext,false,false,stredniDoba,vice,384,4141
Thursday,odpoledne,OwnWebs,false,false,stredniDoba,malo,230,5593
Thursday,podvecer,Fulltext,false,false,kratkaDoba,malo,110,3052
Tuesday,vecer,Fulltext,false,false,kratkaDoba,malo,193,2084
Monday,odpoledne,Catalogue,false,false,stredniDoba,malo,223,11901
Saturday,poledne,NA,false,false,delsiDoba,vice,812,10933
Wednesday,odpoledne,NA,false,false,stredniDoba,malo,170,9960
Wednesday,poledne,NA,false,false,stredniDoba,vice,507,7540
Sunday,poledne,Fulltext,true,false,kratkaDoba,malo,110,6330
Monday,odpoledne,NA,false,false,kratkaDoba,malo,172,8992
Wednesday,poledne,NA,false,false,stredniDoba,malo,170,5120
Wednesday,odpoledne,NA,true,false,dlouhaDoba,hodne,7649,5241
Wednesday,podvecer,Fulltext,false,false,stredniDoba,malo,230,5362
Thursday,vecer,NA,false,false,kratkaDoba,malo,110,3063
Wednesday,poledne,NA,false,false,stredniDoba,vice,778,9850
Wednesday,odpoledne,Partners,false,false,kratkaDoba,vice,264,9971
Monday,poledne,NA,false,false,stredniDoba,vice,426,8761
Saturday,podvecer,NA,false,false,delsiDoba,vice,722,6220
Wednesday,poledne,Catalogue,true,false,dlouhaDoba,hodne,1812,7551
Monday,odpoledne,NA,false,false,dlouhaDoba,vice,1394,8882
Sunday,odpoledne,Partners,true,false,delsiDoba,vice,831,6341
Wednesday,odpoledne,Fulltext,false,false,stredniDoba,malo,292,5252
Thursday,poledne,Other,false,false,kratkaDoba,malo,110,5494
Friday,poledne,Fulltext,false,false,stredniDoba,vice,587,10713
Friday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,10834
Sunday,podvecer,NA,false,false,kratkaDoba,malo,110,8530
Wednesday,odpoledne,NA,false,false,stredniDoba,malo,170,9982
Wednesday,rano,Fulltext,false,false,stredniDoba,malo,325,7441
Monday,poledne,NA,false,false,stredniDoba,malo,295,8772
Saturday,podvecer,NA,false,false,kratkaDoba,malo,110,6231
Tuesday,vecer,Fulltext,false,false,stredniDoba,malo,223,5021
Sunday,vecer,NA,false,false,dlouhaDoba,hodne,2751,4053
Wednesday,podvecer,NA,false,false,kratkaDoba,malo,172,5384
Monday,odpoledne,Fulltext,false,false,dlouhaDoba,vice,1938,4295
Sunday,podvecer,Fulltext,false,false,stredniDoba,vice,432,8541
Tuesday,podvecer,Fulltext,false,false,stredniDoba,vice,357,7331
Monday,poledne,NA,false,false,dlouhaDoba,hodne,1961,8662
Wednesday,odpoledne,Fulltext,false,false,dlouhaDoba,hodne,5246,9993
Wednesday,odpoledne,Fulltext,false,false,dlouhaDoba,vice,2891,7694
Thursday,vecer,NA,false,false,kratkaDoba,malo,110,3096
Tuesday,odpoledne,Fulltext,false,false,stredniDoba,malo,343,12913
Monday,odpoledne,Fulltext,false,false,stredniDoba,vice,327,11945
Friday,poledne,NA,false,false,stredniDoba,vice,743,10735
Saturday,odpoledne,NA,false,false,stredniDoba,vice,483,10977
Wednesday,poledne,NA,false,false,kratkaDoba,vice,276,9762
Wednesday,poledne,NA,false,false,delsiDoba,vice,752,7463
Wednesday,rano,Fulltext,false,false,delsiDoba,vice,543,5043
Sunday,vecer,Fulltext,false,false,dlouhaDoba,vice,2103,6495
Wednesday,odpoledne,OwnWebs,false,false,dlouhaDoba,hodne,2715,5285
Tuesday,odpoledne,Fulltext,false,false,delsiDoba,vice,919,12924
Thursday,odpoledne,Fulltext,false,false,stredniDoba,vice,453,10504
Monday,poledne,NA,false,false,kratkaDoba,malo,193,11835
Friday,podvecer,Partners,false,false,stredniDoba,vice,818,10867
Saturday,odpoledne,NA,false,false,kratkaDoba,malo,110,10988
Saturday,odpoledne,NA,false,false,dlouhaDoba,vice,1855,8200
Sunday,odpoledne,Partners,false,false,kratkaDoba,malo,466,8442
Wednesday,poledne,NA,false,false,stredniDoba,vice,800,9773
Tuesday,podvecer,NA,false,false,dlouhaDoba,vice,2232,7353
Monday,poledne,NA,false,false,stredniDoba,malo,232,8684
Saturday,poledne,Fulltext,false,false,stredniDoba,malo,223,6143
Wednesday,poledne,Fulltext,false,false,dlouhaDoba,malo,703,7474
Monday,rano,Fulltext,false,false,kratkaDoba,malo,110,11604
Monday,odpoledne,Catalogue,false,false,delsiDoba,vice,873,11846
Thursday,vecer,NA,false,false,kratkaDoba,malo,193,10636
Friday,vecer,Fulltext,false,false,dlouhaDoba,malo,1070,10878
Tuesday,odpoledne,NA,false,false,dlouhaDoba,hodne,5593,9421
Saturday,odpoledne,NA,false,false,stredniDoba,vice,456,8211
Tuesday,odpoledne,Fulltext,false,false,kratkaDoba,malo,172,9542
Sunday,rano,NA,false,false,delsiDoba,vice,725,8332
Tuesday,poledne,NA,false,false,kratkaDoba,malo,110,7122
Sunday,odpoledne,Other,false,false,dlouhaDoba,vice,2319,8453
Wednesday,poledne,NA,false,false,delsiDoba,vice,1113,9784
Wednesday,poledne,Fulltext,false,false,kratkaDoba,malo,110,5186
Tuesday,odpoledne,Fulltext,false,false,stredniDoba,malo,290,12825
Tuesday,odpoledne,NA,false,false,stredniDoba,vice,483,12946
Monday,odpoledne,Fulltext,false,false,delsiDoba,vice,1126,11857
Monday,odpoledne,Catalogue,false,false,stredniDoba,vice,528,11978
Tuesday,poledne,Fulltext,false,false,kratkaDoba,malo,193,9311
Sunday,odpoledne,NA,true,false,stredniDoba,malo,223,8464
Saturday,odpoledne,Fulltext,false,false,delsiDoba,vice,1047,6165
Wednesday,poledne,Fulltext,false,false,delsiDoba,malo,546,5197
Tuesday,odpoledne,Fulltext,false,false,stredniDoba,malo,170,12836
Monday,odpoledne,Catalogue,false,false,stredniDoba,vice,429,11989
Friday,odpoledne,Fulltext,false,false,delsiDoba,vice,725,10779
Tuesday,poledne,Partners,false,false,stredniDoba,vice,740,9322
Saturday,odpoledne,Catalogue,false,false,dlouhaDoba,hodne,8191,8233
Tuesday,odpoledne,NA,true,false,stredniDoba,vice,1227,9564
Sunday,poledne,Fulltext,false,false,stredniDoba,malo,170,8354
Tuesday,vecer,NA,false,false,delsiDoba,vice,1605,9685
Saturday,odpoledne,NA,false,false,stredniDoba,malo,385,6176
Thursday,rano,Fulltext,false,false,kratkaDoba,malo,110,13936
Tuesday,odpoledne,OwnWebs,false,false,stredniDoba,malo,170,12726
Sunday,vecer,Catalogue,false,false,stredniDoba,vice,429,11516
Thursday,poledne,Partners,false,false,delsiDoba,vice,913,10306
Monday,rano,Other,false,false,kratkaDoba,malo,110,11637
Tuesday,odpoledne,NA,false,false,dlouhaDoba,vice,1990,12968
Friday,poledne,NA,false,false,kratkaDoba,malo,193,10669
Tuesday,poledne,NA,false,false,kratkaDoba,malo,110,9333
Friday,vecer,NA,false,false,stredniDoba,malo,170,8123
Saturday,odpoledne,Catalogue,false,false,delsiDoba,vice,642,8244
Tuesday,podvecer,NA,false,false,stredniDoba,malo,170,9575
Sunday,poledne,NA,false,false,stredniDoba,malo,295,8365
Wednesday,rano,Other,false,false,stredniDoba,vice,306,9696
Tuesday,poledne,NA,false,false,kratkaDoba,malo,110,7155
Wednesday,odpoledne,Fulltext,true,false,stredniDoba,malo,325,13705
Wednesday,podvecer,Other,false,false,delsiDoba,vice,951,13826
Thursday,poledne,NA,false,false,stredniDoba,malo,230,10317
Monday,poledne,OwnWebs,false,false,stredniDoba,malo,230,11769
Tuesday,poledne,Fulltext,false,true,kratkaDoba,malo,235,9223
Tuesday,odpoledne,NA,false,false,delsiDoba,vice,1124,9465
Sunday,poledne,Partners,true,false,delsiDoba,vice,840,8376
Tuesday,poledne,NA,false,false,stredniDoba,malo,223,7166
Saturday,odpoledne,Fulltext,false,false,kratkaDoba,malo,110,6198
Wednesday,podvecer,Fulltext,false,false,kratkaDoba,malo,110,13837
Tuesday,odpoledne,Fulltext,false,false,kratkaDoba,vice,264,12748
Tuesday,poledne,Catalogue,false,false,stredniDoba,vice,620,9234
Saturday,poledne,NA,false,false,stredniDoba,vice,633,8145
Saturday,podvecer,Fulltext,false,false,stredniDoba,vice,609,8266
Tuesday,odpoledne,OwnWebs,false,false,kratkaDoba,malo,110,7298
Friday,poledne,OwnWebs,false,false,stredniDoba,vice,357,14805
Tuesday,poledne,NA,true,false,dlouhaDoba,vice,2266,12517
Sunday,odpoledne,Fulltext,false,false,kratkaDoba,malo,172,11307
Sunday,odpoledne,Fulltext,false,false,stredniDoba,vice,557,11428
Thursday,rano,NA,false,false,dlouhaDoba,malo,1253,10218
Tuesday,rano,NA,false,false,delsiDoba,vice,684,9124
Tuesday,poledne,NA,false,false,stredniDoba,vice,327,9366
Tuesday,poledne,Fulltext,false,false,kratkaDoba,malo,110,7067
Sunday,podvecer,NA,false,false,stredniDoba,vice,414,15905
Friday,poledne,Partners,false,false,delsiDoba,malo,528,14816
Tuesday,poledne,NA,false,false,stredniDoba,vice,795,12528
Wednesday,vecer,NA,false,false,stredniDoba,malo,325,13859
Tuesday,poledne,NA,false,false,kratkaDoba,malo,110,9256
Wednesday,podvecer,NA,false,false,delsiDoba,vice,915,13749
Sunday,poledne,OwnWebs,true,false,dlouhaDoba,hodne,6745,11208
Tuesday,poledne,Fulltext,false,false,kratkaDoba,malo,110,12539
Monday,podvecer,OwnWebs,false,false,kratkaDoba,malo,193,9025
Tuesday,rano,Catalogue,true,false,dlouhaDoba,vice,1937,9146
Sunday,odpoledne,OwnWebs,false,false,delsiDoba,malo,470,15806
Sunday,vecer,NA,false,false,delsiDoba,malo,1006,15927
Friday,odpoledne,NA,false,false,stredniDoba,vice,638,14838
Saturday,poledne,NA,false,false,dlouhaDoba,hodne,1958,8189
